Cr_SNR	Cr_FWHM	water_FWHM	residual_water_ampl	freqShift	relRessum	relResdiff1	relResdiff2
207.034835411921	5.97982298284503	6.70631421300645	2.39364483397834e-05	-0.502163791228527	7.76919483105612	2.44765388023677	1.84178862759348
